Implementing Agency,Lead Organization,Org Type,District,Sub Dstrict,Village,Admin Level 5,Sector/Cluster,Sub Sector,Status,Activity Details,Start Date,End Date,Total Beneficiaries Reached (HOUSEHOLD),Total Beneficiaries Planned (HOUSEHOLD),Primary Beneficiary Type,# of Primary Beneficiaries,Activity Description,Material Provided
YP,,National NGOs,Palu,Palu Barat,Ujuna,TRP Masjid Agung,Protection,Protection of  WomenÕs Rights,Completed,Assessment,Oct-23-2018,Oct-23-2018,,,Women,5,Strengthening the capacity of volunteer/service providers,Psychosocial support
YP,,National NGOs,Palu,Palu Barat,Ujuna,TRP Masjid Agung,Protection,Protection of  WomenÕs Rights,Completed,Psychosocial support,Oct-23-2018,Oct-23-2018,,,Women,18,Assessment,Psychoeductaion
YP,,National NGOs,Palu,Palu Barat,Ujuna,TRP Masjid Agung,Protection,Protection of  WomenÕs Rights,Completed,Psychosocial support,Oct-23-2018,Oct-23-2018,,,Women,2,Strengthening the capacity of volunteer/service providers,PFA and counselling
YP,,National NGOs,Palu,Palu Barat,Ujuna,TRP Masjid Agung,Protection,Protection of  WomenÕs Rights,Completed,Support for care giver,Oct-24-2018,Oct-24-2018,,,Volunteer,7,Community Outreach,Training
YP,,National NGOs,Palu,Palu Barat,Ujuna,TRP Masjid Agung,Protection,Protection of  WomenÕs Rights,Completed,Psychosocial support,Oct-24-2018,Oct-24-2018,,,Adolescent girls,19,Psychosocial support/indvidual counselling,Group supports
YP,,National NGOs,Palu,Palu Barat,Balaroa,IDPs camp,Protection,Protection of  WomenÕs Rights,Completed,Assessment,Oct-26-2018,Oct-26-2018,,,Women - Survivor,2,Community Outreach,Assessment and strengthening
YP,,National NGOs,Palu,Palu Selatan,Petobo,TRP Petobo,Protection,Protection of  WomenÕs Rights,Completed,PSEA orientation and psychosocial support,Oct-25-2018,Oct-25-2018,,,Volunteer,9,Psychosocial supports/RH discussion,Psychoeductaion
YP,,National NGOs,Palu,Tatanga,Pengawu,Nosarara village,Protection,Protection of  WomenÕs Rights,Completed,Support for the affected women,Oct-27-2018,Oct-27-2018,,,Women,18,Psychosocial support for affected women,Psychoeductaion
YP,,National NGOs,Palu,Tatanga,Pengawu,Nosarara Health Center,Protection,Protection of  WomenÕs Rights,Completed,Psychosocial support,Oct-26-2018,Oct-26-2018,,,Health providers,21,International NGOs,Psychoeducation and emotion stabilization
YPII,,National NGOs,Palu,Palu selatan,,"Tawaeli, Mantikulore",Protection,Child protection,Completed,Distribution and display of Child protection poster with key message on separated children,Oct-21-2018,Oct-23-2018,,,community and school,22,,Child protection poster  with key message on separated children
YPII,,National NGOs,Donggala,Banawa dan banawa selatan,"Boya, Lolita siburi, Gunung bale, loli saluran, kabonga besar, kabonga kecil, labuan bajo, tanjung batu, lalombi, maleni","Boya, Lolita siburi, Gunung bale, loli saluran, kabonga besar, kabonga kecil, labuan bajo, tanjung batu, lalombi, maleni",Protection,Child protection,Completed,Distribution and display of Child protection poster with key message on separated children,Oct-23-2018,Oct-25-2018,,,school and community,40,,Child protection poster  with key message on separated children
YPII,,National NGOs,Donggala,Banawa Selatan,Tosale,Posko Tosale KM 18,Protection,Child protection,Completed,Mobile Recreational activity,Oct-18-2018,Oct-18-2018,,,children,21,,"children activity (playing, drawing, singing, story telling) and awareness raising on hygiene practice, waste management and earthquake preparedness"
YPII,,National NGOs,Sigi,Dolo,Langaleso,Posko langaleso,Protection,Child protection,Completed,Mobile Recreational activity,Oct-18-2018,Oct-18-2018,,,children,29,,"children activity (playing, drawing, singing, story telling) and awareness raising on hygiene practice, waste management and earthquake preparedness"
YPII,,National NGOs,Sigi,Dolo Barat,Pesaku,Pesaku,Protection,Child protection,Completed,Distribution and display of Child protection poster with key message on separated children,Oct-23-2018,Oct-25-2018,,,community and school,20,,Child protection poster  with key message on separated children
YPII,,National NGOs,Palu,"Palu Barat,","Tawaeli, Mantikulore","Tawaeli, Mantikulore",Protection,Child protection,Completed,Distribution and display of Child protection poster with key message on separated children,Oct-21-2018,Oct-23-2018,,,community and school,22,,Child protection poster  with key message on separated children
YPII,,National NGOs,Palu,Palu Timur,,"Tawaeli, Mantikulore",Protection,Child protection,Completed,Distribution and display of Child protection poster with key message on separated children,Oct-21-2018,Oct-23-2018,,,community and school,22,,Child protection poster  with key message on separated children
YPII,,National NGOs,Sigi,Sigi Biromaru,"Mpanau, Loru","Mpanau, Loru",Protection,Child protection,Completed,Distribution and display of Child protection poster with key message on separated children,Oct-23-2018,Oct-25-2018,,,community and school,20,,Child protection poster  with key message on separated children
YPII,,National NGOs,Palu,Tatanga,Duyu,Posko Bantaya,Protection,Child protection,Completed,Mobile Recreational activity,Oct-10-2018,Oct-30-2018,,,children,57,,"children activity (playing, drawing, singing, story telling) and awareness raising on hygiene practice, waste management and earthquake preparedness"
YPII,,National NGOs,Palu,Ulujadi,"Tawaeli, Mantikulore","Tawaeli, Mantikulore",Protection,Child protection,Completed,Distribution and display of Child protection poster with key message on separated children,Oct-21-2018,Oct-23-2018,,,community and school,22,,Child protection poster  with key message on separated children
YPII,,National NGOs,Palu,Tawaeli,Pantoloan,Posko Pantoloan,Protection,Protection of  WomenÕs Rights,Completed,Menstrual Hygiene Management Assessment,Oct-21-2018,Oct-23-2018,,,"Adolescent girls, pregnant women, lactating mothers, women's group ",,Psychosocial support for affected women,Focus Group Discussion (FGD)
YPII,,National NGOs,Palu,Ulujadi,Kabonena,Posko Kabonena,Health,Reproductive Health,Completed,Menstrual Hygiene Management Assessment,Oct-21-2018,Oct-23-2018,,,"Adolescent girls, pregnant women, lactating mothers, women's group ",,Distribution of  MHM supplies and RH awareness session,Focus Group Discussion (FGD)
YPII,,National NGOs,Palu,Ulujadi,Duyu,Posko Bantaya,Protection,Protection of  WomenÕs Rights,Completed,Menstrual Hygiene Management Assessment,Oct-21-2018,Oct-23-2018,,,"Adolescent girls, pregnant women, lactating mothers, women's group ",,Psychosocial support for affected women,Focus Group Discussion (FGD)
ADRA,,International NGOs,Palu,Birobuli,,,Nutrition,IYCF-E,Ongoing,Public Kitchen,Oct-15-2018,Oct-22-2018,,,U-5 children,,,
ADRA,,International NGOs,Palu,Pengawu,,,Nutrition,IYCF-E,Ongoing,Public Kitchen,Sep-10-2018,,,,U-5 children,,,
CFILPBINU,,National NGOs,Sigi,"Kotarindao,Dolo",,,Protection,Child protection,Ongoing,"Psychosocial support activity, Child Friendly Spaces, Child Protection Minimum Standard Training ",Oct-01-2018,Mar-30-2019,,,children at 13 CCS,,,"Children activity, Teacher,  Parents, Community Cadre"
IBI/Dinkes/UNFPA,,Government,Palu,Mantikulore,Talise Valangguni,Talise Health Center,Health,Reproductive Health,Ongoing,"Provide ANC, delivery servicees",Oct-12-2018,Oct-15-2018,,,Pregnant women and Post delivery Women,"1. ANC 7
2. FP 16",RH services,"Medicine,  Sevice, counceling, FP services, additional food, kits"
IBI/Dinkes/UNFPA,,Government,Sigi,Marawola,Beka,RH tent,Health,Reproductive Health,Ongoing,ANC services,Oct-14-2018,Oct-19-2018,,,"WRA, Pregnant Mother, Post delivery mother",18 ANC; 2 Refer to BEONC,Capacity building on MISP,"medicine, additional food for pregnant mother"
IBI/Dinkes/UNFPA,,Government,Palu,Palu Barat,Siranindi,Hospital Al-Jufri,Health,Reproductive Health,Ongoing,"Provide ANC, delivery servicees",Oct-07-2018,Oct-10-2018,,,Pregnant women and Post delivery Women,"1. ANC 3
2. Normal Delivery 2
3. Caesarian Section 3
4. Contraceptive 1
6. Post delivery kit 3
7. New born baby kit 3
8. Mosquito net for baby 3",RH services,"Medicine,  Sevice, counceling, FP services, additional food, kits"
IBI/Dinkes/UNFPA,,Government,Palu,Palu Barat,Siranindi,RH tent Mesjid Agung and Kamonji Health Center,Health,Reproductive Health,Ongoing,"Provide ANC, delivery servicees",Oct-12-2018,Oct-15-2018,,,Pregnant women and Post delivery Women,"1. ANC 8
2. contraceptive 3
3. Post delivery 7
",RH services,"Medicine,  Sevice, counceling, FP services, additional food, kits"
IBI/Dinkes/UNFPA,,Government,Palu,Palu Barat,Balaroa,Health Center,Health,Reproductive Health,Ongoing,ANC services,Oct-14-2018,Oct-19-2018,,,"WRA, Pregnant Mother, Post delivery mother",13 ANC,Reproductive health education,"medicine, additional food for pregnant mother"
IBI/Dinkes/UNFPA,,Government,Palu,Palu Barat,Siranindi,RH tent Mesjid Agung,Health,Reproductive Health,Ongoing,ANC services,Oct-14-2018,Oct-19-2018,,,"WRA, Pregnant Mother, Post delivery mother",9 ANC,ARH services,"medicine, additional food for pregnant mother"
IBI/Dinkes/UNFPA,,Government,Palu,Palu Timur,Besusu Timur,Hospital Wirabuana,Health,Reproductive Health,Ongoing,"Provide ANC, delivery servicees",Oct-07-2018,Oct-10-2018,,,Pregnant women and Post delivery Women,"1. ANC 28
2. Normal Delivery 10
3. Caesarian Section 9
4. contraceptive 1
6. Post Delivery kit10
7. New Born Baby Kit 10",RH services,"Medicine,  Sevice, counceling, FP services, additional food, kits"
IBI/Dinkes/UNFPA,,Government,Palu,Palu Timur,Besusu Timur,Mabepuro Health Center,Health,Reproductive Health,Ongoing,"Provide ANC, delivery servicees",Oct-12-2018,Oct-15-2018,,,Pregnant women and Post delivery Women,1. ANC 3,RH services,"Medicine,  Sevice, counceling, FP services, additional food, kits"
IBI/Dinkes/UNFPA,,Government,Palu,Palu Timur,Besusu Timur,RH tent Vatulemo,Health,Reproductive Health,Ongoing,"Provide ANC, delivery servicees",Oct-12-2018,Oct-15-2018,,,Pregnant women and Post delivery Women,"1. ANC 97
2. Post delivery 2
",RH services,"Medicine,  Sevice, counceling, FP services, additional food, kits"
IBI/Dinkes/UNFPA,,Government,Palu,Palu Timur,Besusu Timur,RH tent Vatulemo,Health,Reproductive Health,Ongoing,"Provide ANC, delivery servicees",Oct-12-2018,Oct-15-2018,,,Pregnant women and Post delivery Women,"1. ANC 105
",ARH services,"Medicine,  Sevice, counceling, FP services, additional food, kits"
IBI/Dinkes/UNFPA,,Government,Sigi,Sigi Biromaru,Sidera,Hospital Torabelo,Health,Reproductive Health,Ongoing,"Provide ANC, delivery servicees",Oct-07-2018,Oct-10-2018,,,Pregnant women and Post delivery Women,"
1.  ANC 1
2. Partus caesar 1
3. Contraceptives 2
4. Post delivery kit 1
5. New born baby kit 2",RH services,"Medicine,  Sevice, counceling, FP services, additional food, kits"
IBI/Dinkes/UNFPA,,Government,Donggala,Tanantovea,Wani I,Health Center,Health,Reproductive Health,Ongoing,ANC services,Oct-14-2018,Oct-19-2018,,,"WRA, Pregnant Mother, Post delivery mother",20 ANC; 2 Refer to BEONC,Reproductive health services,"medicine, additional food for pregnant mother"
IBI/Dinkes/UNFPA,,Government,Palu,Tawaeli,Siranindi,RH tent Mesjid Agung,Health,Reproductive Health,Ongoing,ANC services,Oct-14-2018,Oct-19-2018,,,"WRA, Pregnant Mother, Post delivery mother",9 ANC,ARH services,"medicine, additional food for pregnant mother"
IBI/Dinkes/UNFPA,,Government,Palu,Ulujadi,Tipo,Tipo Health Center,Health,Reproductive Health,Ongoing,"Provide ANC, delivery servicees",Oct-12-2018,Oct-15-2018,,,Pregnant women and Post delivery Women,"1. ANC 7
2. Post delivery 6
",RH services,"Medicine,  Sevice, counceling, FP services, additional food, kits"
IBI/Dinkes/UNFPA,,Government,Palu,Ulujadi,Donggala Kodi,RH tent Balaroa,Health,Reproductive Health,Ongoing,"Provide ANC, delivery servicees",Oct-12-2018,Oct-15-2018,,,Pregnant women and Post delivery Women,"1. ANC 7
2. contraceptive 3
",RH services,"Medicine,  Sevice, counceling, FP services, additional food, kits"
IBI/Dinkes/UNFPA,,Government,Palu,Ulujadi,Donggala Kodi,Health Post Balaroa,Health,Reproductive Health,Ongoing,"Provide ANC, delivery servicees",Oct-12-2018,Oct-15-2018,,,Pregnant women and Post delivery Women,1. ANC 3,RH services,"Medicine,  Sevice, counceling, FP services, additional food, kits"
IBI/Dinkes/UNFPA,,Government,Palu,Ulujadi,Donggala Kodi,Donggala Kodi Atas,Health,Reproductive Health,Ongoing,ANC services,Oct-14-2018,Oct-19-2018,,,"WRA, Pregnant Mother, Post delivery mother",16 ANC; 1 Post delivery,RH services,"medicine, additional food for pregnant mother"
Indonesia AIDS Coalition (IAC),,National NGOs,Donggala,Banawa,Gunung Bale,Gunung Bale,Health,Reproductive Health,Ongoing,Coordination to district HIV commission,Oct-14-2018,Oct-14-2018,,,,,Coordination,
Indonesia AIDS Coalition (IAC),,National NGOs,Palu,Mantikulore,Tondo,Tondo,Health,Reproductive Health,Ongoing,assessment,Oct-09-2018,Oct-09-2018,,,,,Assement,collect data and information about ARV
Indonesia AIDS Coalition (IAC),,National NGOs,Palu,Palu Barat,Siranindi,Siranindi,Health,Reproductive Health,Ongoing,assessment,Oct-09-2018,Oct-09-2018,,,,,Assement,collect data and information about ARV
Indonesia AIDS Coalition (IAC),,National NGOs,Palu,Palu Timur,Lolu Utara,RS. Undata & Dinkes Propinsi,Health,Reproductive Health,Ongoing,data collected,Oct-13-2018,Oct-13-2018,,,7 PLHIV need to refer to ARV services in Mamuju,,assessment,None - direct assesment
Indonesia AIDS Coalition (IAC),,National NGOs,Palu,Palu Utara,Kayumalue Pajeko,Kayumalue Pajeko,Health,Reproductive Health,Ongoing,assessment,Oct-09-2018,Oct-09-2018,,,,,assement,collect data and information about ARV
Indonesia AIDS Coalition (IAC),,National NGOs,Parigi Moutong,Parigi,Bambalemo,RSUD Anutaloko,Health,Reproductive Health,Ongoing,Outreach,Oct-24-2018,Oct-30-2018,,,PLWHA,4,Reproductive health services,None
Indonesia AIDS Coalition (IAC),,National NGOs,Donggala,Sindue,Enu,Posko,Health,Reproductive Health,Ongoing,Outreach,Oct-21-2018,Oct-24-2018,,,PLWHA,8,Strengthening capacity on MISP (training/orientation),Logistic
KEMENSOS-DINSOS/UNICEF,,Government,Donggala,Banawa,Gunung Bale,Posko Donggala SMP 1 Bajawa,Protection,Child Protection,Ongoing,"children activity, FTR",Oct-09-2018,,,,Children,,,"children activity, FTR"
KEMENSOS-DINSOS/UNICEF,,Government,Palu,Mantikulore,Tanamodindi,Dinas Sosial Provinsi,Protection,Child protection,Ongoing,"Psychosocial support activity, Child Friendly Spaces, FTR",Oct-03-2018,Mar-30-2019,,,children,50,,"Children activity, Teacher,  Parents, Community Cadre"
KEMENSOS-DINSOS/UNICEF,,Government,Palu,Mantikulore,Tanamodindi,BRSPD Nipotowe,Protection,Child Protection,Ongoing,"FTR, coordination",Oct-06-2018,,,,Children,,,"FTR, coordination"
KEMENSOS-DINSOS/UNICEF,,Government,Palu,Mantikulore,Kawatuna,Posko Kawatuna,Protection,Child Protection,Ongoing,"children activity, FTR",Oct-13-2018,,,,Children,,,"children activity, FTR"
KEMENSOS-DINSOS/UNICEF,,Government,Palu,Palu Barat,Balaroa,Posko Balaroa,Protection,Child Protection,Ongoing,"children activity, FTR",Oct-13-2018,,,,Children,68,,"children activity, FTR"
KEMENSOS-DINSOS/UNICEF,,Government,Palu,Palu Selatan,Petobo,Posko Pengungsian Petobo,Protection,Child Protection,Ongoing,"children activity, FTR",Oct-13-2018,,,,Children,40,,"children activity, FTR"
LAZNAS BSMU/Kidzsmile,,National NGOs,Palu,Bantaya,,,Nutrition,IYCF-E,Ongoing,Public Kitchen,Jan-11-2018,Jun-12-2018,,,U-5 children,,,
LAZNAS BSMU/Kidzsmile,,National NGOs,Sigi,Beka,,,Nutrition,IYCF-E,Ongoing,Public Kitchen,Jan-11-2018,Jun-12-2018,,,U-5 children,,,
LAZNAS BSMU/Kidzsmile,,National NGOs,Sigi,Kabobona,,,Nutrition,IYCF-E,Ongoing,Public Kitchen,30.09.2019,,,,U-5 and Pregnant Mother,,,
LAZNAS BSMU/Kidzsmile,,National NGOs,Palu,Petobo,,,Nutrition,IYCF-E,Ongoing,Public Kitchen,28.09.2023,31.12.2023,,,Health and Community Workers,,,
LAZNAS BSMU/Kidzsmile,,National NGOs,Sigi,Sibalaya,,,Nutrition,IYCF-E,Ongoing,Public Kitchen,Jan-11-2018,Jun-12-2018,,,U-5 children,,,
LAZNAS BSMU/Kidzsmile,,National NGOs,Palu,Talise,,,Nutrition,IYCF-E,Ongoing,Public Kitchen,,,,,Health and Community Workers,,,
LAZNAS BSMU/Kidzsmile,,National NGOs,Palu,Tondo,,,Nutrition,IYCF-E,Ongoing,Public Kitchen,28.09.2024,31.12.2024,,,Health and Community Workers,,,
LAZNAS BSMU/Kidzsmile,,National NGOs,Donggala,Wani,,,Nutrition,IYCF-E,Ongoing,Public Kitchen,Jan-11-2018,Jun-12-2018,,,U-5 children,,,
WVI,,National NGOs,Sigi,Biromaru,"Jono Oge
",,Protection,Child protection,Ongoing,"Psychosocial support activity, Child Friendly Spaces, Child Protection Minimum Standard Training ",Oct-01-2018,Mar-30-2019,,,children,100,,"Children activity, Teacher, Community Cadre"
WVI,,National NGOs,Sigi,Biromaru,Loru,,Protection,Child protection,Ongoing,"Psychosocial support activity, Child Friendly Spaces, Child Protection Minimum Standard Training ",Oct-01-2018,Mar-30-2019,,,children,100,,"Children activity, Teacher, Community Cadre"
WVI,,National NGOs,Sigi,Biromaru,"Jono Oge
",,Protection,Child Protection,Ongoing,"Psychosocial support activity, Child Friendly Spaces, Child Protection Minimum Standard Training ",Oct-10-2018,Mar-30-2019,,,children,100,,"Children activity, Teacher, Community Cadre"
WVI,,National NGOs,Sigi,Biromaru,Loru,,Nutrition,Infant Young Child Feeding,Ongoing,"Activate public kitchen of IYCF in Palu, Sigi,  Donggala and Parigi Moutong in collaboration wth Social Department of Central Sulawesi province",Oct-10-2018,Mar-30-2019,,,children,15,,IYCF Kitchen
WVI,,National NGOs,Sigi,Biromaru,"Jono Oge
",,WASH,Water provision & Hygiene Practice,Ongoing,Water distribution to IDPs camp,Oct-07-2018,Mar-30-2019,,,children,100,,"Children activity, Teacher, Community Cadre"
WVI,,National NGOs,Sigi,Biromaru,Loru,,WASH,Water provision & Hygiene Practice,Ongoing,Water distribution to IDPs camp,Oct-07-2018,Mar-30-2019,,,household,100 HH,,Drinking water
WVI,,National NGOs,Sigi,Biromaru,"Jono Oge
",,NFI/Shelter,NFI,Ongoing,"Distribution of Family Kits, Children Kit, Shelter Kit, Hygiene Kit, food package",Oct-01-2018,Mar-30-2019,,,household,500 HH,,NFI/FI
WVI,,National NGOs,Sigi,Biromaru,Loru,,NFI/Shelter,NFI,Ongoing,"Distribution of Family Kits, Children Kit, Shelter Kit, Hygiene Kit, food package",Oct-01-2018,Mar-30-2019,,,household,500 HH,,NFI/FI
WVI,,National NGOs,Sigi,Biromaru,"Jono Oge
",,Education,Educatiion in Emergency,Ongoing,"Temporary School, Teachers Training",Nov-01-2018,Mar-30-2019,,,children,100,,Education Materials
WVI,,National NGOs,Sigi,Biromaru,Loru,,Education,Educatiion in Emergency,Ongoing,"Temporary School, Teachers Training",Nov-01-2018,Mar-30-2019,,,children,100,,Education Materials
WVI,,National NGOs,Sigi,Jono Oge/Pombewe,,,Nutrition,IYCF-E,Ongoing,Pos Gizi/IYCF Counselling,,,,,,,,
WVI,,National NGOs,Donggala,Labuan,Lelea,,Protection,Child protection,Ongoing,"Psychosocial support activity, Child Friendly Spaces, Child Protection Minimum Standard Training ",Oct-01-2018,Mar-30-2019,,,children,100,,"Children activity, Teacher, Community Cadre"
WVI,,National NGOs,Donggala,Labuan,Lelea,,Nutrition,Infant Young Child Feeding,Ongoing,"Activate public kitchen of IYCF in Palu, Sigi,  Donggala and Parigi Moutong in collaboration wth Social Department of Central Sulawesi province",Oct-10-2018,Mar-30-2019,,,children,15,,IYCF Kitchen
WVI,,National NGOs,Donggala,Labuan,Lelea,,WASH,Water provision & Hygiene Practice,Ongoing,Water distribution to IDPs camp,Oct-07-2018,Mar-30-2019,,,household,100 HH,,Drinking water
WVI,,National NGOs,Donggala,Labuan,Lelea,,NFI/Shelter,NFI,Ongoing,"Distribution of Family Kits, Children Kit, Shelter Kit, Hygiene Kit, food package",Oct-01-2018,Mar-30-2019,,,household,500 HH,,NFI/FI
WVI,,National NGOs,Donggala,Labuan,Lelea,,Education,Educatiion in Emergency,Ongoing,"Temporary School, Teachers Training",Nov-01-2018,Mar-30-2019,,,children,100,,Education Materials
WVI,,National NGOs,Sigi,Loru,,,Nutrition,IYCF-E,Ongoing,Pos Gizi/IYCF Counselling,,,,,,,,
WVI,,National NGOs,Palu,Mamboro,,,Nutrition,IYCF-E,Ongoing,Pos Gizi/IYCF Counselling,,,,,,,,
WVI,,National NGOs,Sigi,Marawola,Padende,,Protection,Child protection,Ongoing,"Psychosocial support activity, Child Friendly Spaces, Child Protection Minimum Standard Training ",Oct-01-2018,Mar-30-2019,,,children,100,,"Children activity, Teacher, Community Cadre"
WVI,,National NGOs,Sigi,Marawola,Sibedi,,Protection,Child protection,Ongoing,"Psychosocial support activity, Child Friendly Spaces, Child Protection Minimum Standard Training ",Oct-01-2018,Mar-30-2019,,,children,100,,"Children activity, Teacher, Community Cadre"
WVI,,National NGOs,Sigi,Marawola,Baliase,,Protection,Child protection,Ongoing,"Psychosocial support activity, Child Friendly Spaces, Child Protection Minimum Standard Training ",Oct-01-2018,Mar-30-2019,,,children,100,,"Children activity, Teacher, Community Cadre"
WVI,,National NGOs,Sigi,Marawola,Padende,,Nutrition,Infant Young Child Feeding,Ongoing,"Activate public kitchen of IYCF in Palu, Sigi,  Donggala and Parigi Moutong in collaboration wth Social Department of Central Sulawesi province",Oct-10-2018,Mar-30-2019,,,children,15,,IYCF Kitchen
WVI,,National NGOs,Sigi,Marawola,Sibedi,,Nutrition,Infant Young Child Feeding,Ongoing,"Activate public kitchen of IYCF in Palu, Sigi,  Donggala and Parigi Moutong in collaboration wth Social Department of Central Sulawesi province",Oct-10-2018,Mar-30-2019,,,children,15,,IYCF Kitchen
WVI,,National NGOs,Sigi,Marawola,Baliase,,Nutrition,Infant Young Child Feeding,Ongoing,"Activate public kitchen of IYCF in Palu, Sigi,  Donggala and Parigi Moutong in collaboration wth Social Department of Central Sulawesi province",Oct-10-2018,Mar-30-2019,,,children,15,,IYCF Kitchen
WVI,,National NGOs,Sigi,Marawola,Padende,,WASH,Water provision & Hygiene Practice,Ongoing,Water distribution to IDPs camp,Oct-07-2018,Mar-30-2019,,,household,100 HH,,Drinking water
WVI,,National NGOs,Sigi,Marawola,Sibedi,,WASH,Water provision & Hygiene Practice,Ongoing,Water distribution to IDPs camp,Oct-07-2018,Mar-30-2019,,,household,100 HH,,Drinking water
WVI,,National NGOs,Sigi,Marawola,Baliase,,WASH,Water provision & Hygiene Practice,Ongoing,Water distribution to IDPs camp,Oct-07-2018,Mar-30-2019,,,household,100 HH,,Drinking water
WVI,,National NGOs,Sigi,Marawola,Padende,,NFI/Shelter,NFI,Ongoing,"Distribution of Family Kits, Children Kit, Shelter Kit, Hygiene Kit, food package",Oct-01-2018,Mar-30-2019,,,household,500 HH,,NFI/FI
WVI,,National NGOs,Sigi,Marawola,Sibedi,,NFI/Shelter,NFI,Ongoing,"Distribution of Family Kits, Children Kit, Shelter Kit, Hygiene Kit, food package",Oct-01-2018,Mar-30-2019,,,household,500 HH,,NFI/FI
WVI,,National NGOs,Sigi,Marawola,Baliase,,NFI/Shelter,NFI,Ongoing,"Distribution of Family Kits, Children Kit, Shelter Kit, Hygiene Kit, food package",Oct-01-2018,Mar-30-2019,,,household,500 HH,,NFI/FI
WVI,,National NGOs,Sigi,Marawola,Padende,,Education,Educatiion in Emergency,Ongoing,"Temporary School, Teachers Training",Nov-01-2018,Mar-30-2019,,,children,100,,Education Materials
WVI,,National NGOs,Sigi,Marawola,Sibedi,,Education,Educatiion in Emergency,Ongoing,"Temporary School, Teachers Training",Nov-01-2018,Mar-30-2019,,,children,100,,Education Materials
WVI,,National NGOs,Sigi,Marawola,Baliase,,Education,Educatiion in Emergency,Ongoing,"Temporary School, Teachers Training",Nov-01-2018,Mar-30-2019,,,children,100,,Education Materials
WVI,,National NGOs,Palu,Palu Barat,Baru,,Protection,Child protection,Ongoing,"Psychosocial support activity, Child Friendly Spaces, Child Protection Minimum Standard Training ",Oct-01-2018,Mar-30-2019,,,children,100,,"Children activity, Teacher, Community Cadre"
WVI,,National NGOs,Palu,Palu Barat,Lere,,Protection,Child protection,Ongoing,"Psychosocial support activity, Child Friendly Spaces, Child Protection Minimum Standard Training ",Oct-01-2018,Mar-30-2019,,,children,100,,"Children activity, Teacher, Community Cadre"
WVI,,National NGOs,Palu,Palu Barat,Ujuna,,Protection,Child protection,Ongoing,"Psychosocial support activity, Child Friendly Spaces, Child Protection Minimum Standard Training ",Oct-01-2018,Mar-30-2019,,,children,100,,"Children activity, Teacher, Community Cadre"
WVI,,National NGOs,Palu,Palu Barat,Siranindi,,Protection,Child protection,Ongoing,"Psychosocial support activity, Child Friendly Spaces, Child Protection Minimum Standard Training ",Oct-01-2018,Mar-30-2019,,,children,100,,"Children activity, Teacher, Community Cadre"
WVI,,National NGOs,Palu,Palu Barat,Kamonji,,Protection,Child protection,Ongoing,"Psychosocial support activity, Child Friendly Spaces, Child Protection Minimum Standard Training ",Oct-01-2018,Mar-30-2019,,,children,100,,"Children activity, Teacher, Community Cadre"
WVI,,National NGOs,Palu,Palu Barat,Baru,,Nutrition,Infant Young Child Feeding,Ongoing,"Activate public kitchen of IYCF in Palu, Sigi,  Donggala and Parigi Moutong in collaboration wth Social Department of Central Sulawesi province",Oct-10-2018,Mar-30-2019,,,children,15,,IYCF Kitchen
WVI,,National NGOs,Palu,Palu Barat,Lere,,Nutrition,Infant Young Child Feeding,Ongoing,"Activate public kitchen of IYCF in Palu, Sigi,  Donggala and Parigi Moutong in collaboration wth Social Department of Central Sulawesi province",Oct-10-2018,Mar-30-2019,,,children,15,,IYCF Kitchen
WVI,,National NGOs,Palu,Palu Barat,Ujuna,,Nutrition,Infant Young Child Feeding,Ongoing,"Activate public kitchen of IYCF in Palu, Sigi,  Donggala and Parigi Moutong in collaboration wth Social Department of Central Sulawesi province",Oct-10-2018,Mar-30-2019,,,children,15,,IYCF Kitchen
WVI,,National NGOs,Palu,Palu Barat,Siranindi,,Nutrition,Infant Young Child Feeding,Ongoing,"Activate public kitchen of IYCF in Palu, Sigi,  Donggala and Parigi Moutong in collaboration wth Social Department of Central Sulawesi province",Oct-10-2018,Mar-30-2019,,,children,15,,IYCF Kitchen
WVI,,National NGOs,Palu,Palu Barat,Kamonji,,Nutrition,Infant Young Child Feeding,Ongoing,"Activate public kitchen of IYCF in Palu, Sigi,  Donggala and Parigi Moutong in collaboration wth Social Department of Central Sulawesi province",Oct-10-2018,Mar-30-2019,,,children,15,,IYCF Kitchen
WVI,,National NGOs,Palu,Palu Barat,Baru,,WASH,Water provision & Hygiene Practice,Ongoing,Water distribution to IDPs camp,Oct-07-2018,Mar-30-2019,,,household,100 HH,,Drinking water
WVI,,National NGOs,Palu,Palu Barat,Lere,,WASH,Water provision & Hygiene Practice,Ongoing,Water distribution to IDPs camp,Oct-07-2018,Mar-30-2019,,,household,100 HH,,Drinking water
WVI,,National NGOs,Palu,Palu Barat,Ujuna,,WASH,Water provision & Hygiene Practice,Ongoing,Water distribution to IDPs camp,Oct-07-2018,Mar-30-2019,,,household,100 HH,,Drinking water
WVI,,National NGOs,Palu,Palu Barat,Siranindi,,WASH,Water provision & Hygiene Practice,Ongoing,Water distribution to IDPs camp,Oct-07-2018,Mar-30-2019,,,household,100 HH,,Drinking water
WVI,,National NGOs,Palu,Palu Barat,Kamonji,,WASH,Water provision & Hygiene Practice,Ongoing,Water distribution to IDPs camp,Oct-07-2018,Mar-30-2019,,,household,100 HH,,Drinking water
